Facility Name:,Zip Code,County,Adult Dogs: In Shelter Count as of  1/1/2017,Adult Dogs: In Foster Care Count 1/1/2017,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transferred out to another Colorado organization,Adult Dogs: Transferred to an out of state organization,Adult Dogs: Other live outcomes (ie: tnr/snr),Adult Dogs: Died,Adult Dogs: Missing/Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: In Shelter Count as of 12/31/2017,Adult Dogs: In Foster Care Count 12/31/2017,** End of Adult Dog section **,Juvenile Dogs: In Shelter Count as of 1/1/2017,Juvenile Dogs: In Foster Care Count 1/1/2017,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR/Protective Custody/Returns/Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transferred out to another Colorado organization,Juvenile Dogs: Transferred to an out of state organization,Juvenile Dogs: Other live outcomes (ie tnr/snr) ,Juvenile Dogs: Died,Juvenile Dogs: Missing/Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: In Shelter Count as of 12/31/2017,Juvenile Dogs: In Foster Care Count 12/31/2017,** End of Juvenile Dog section **,Adult Cats: In Shelter Count as of 1/1/2017,Adult Cats: In Foster Care Count 1/1/2017,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transferred out to another Colorado organization,Adult Cats: Transferred to an out of state organization,Adult Cats: Other live outcomes (ie: tnr/snr),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: In Shelter Count as of 12/31/2017,Adult Cats: In Foster Care Count 12/31/2017,** End of Adult Cat section **,Juvenile Cats: In Shelter Count as of 1/1/2017,Juvenile Cats: In Foster Care Count 1/1/2017,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transferred out to another Colorado organization,Juvenile Cats: Transferred to an out of state organization,Juvenile Cats: Other Live Outcomes (ie:tnr / snr),Juvenile Cats: Died ,Juvenile Cats: Missing/Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: In Shelter Count as of 12/31/2017,Juvenile Cats: In Foster Care Count 12/31/2017,** End of Juvenile Cats section **,Birds: In Shelter Count as of 1/1/2017,Birds: In Foster Care Count 1/1/2017,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR/Protective Custody/Returns/Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transferred out to another Colorado organization,Birds: Transferred to an out of state organization,Birds: Other Live Outcomes(ie: tnr/snr),Birds: Died,Birds: Missing/Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: In Shelter Count as of 12/31/2017,Birds: In Foster Care Count 12/31/2017,** End of Birds section **,Small Mammal: In Shelter Count as of 1/1/2017,Small Mammal: In Foster Care Count 1/1/2017,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR/Protective Custody/Returns/Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transferred out to another Colorado organization,Sm Mammal: Transferred to an out of state organization,Sm Mammal: Other Live Outcomes (ie: tnr/snr),Sm Mammal: Died,Sm Mammal: Missing/Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: In Shelter Count as of 12/31/2017,Sm Mammal: In Foster Care Count as of 12/31/2017,** End of Small Mammal section **,Reptiles & Amphibians: In Shelter Count as of 1/1/2017,Reptiles & Amphibians: In Foster Care Count 1/1/2017,Reptiles & Amphibians: Stray,Reptiles & Amphibians: Owner Relinquished,Reptiles & Amphibians: Owner Requested Euthanasia upon intake,Reptiles & Amphibians: Transfer in from another Colorado organization,Reptiles & Amphibians: Transfer in from Out of State organization,Reptiles & Amphibians: Other: TNR/Protective Custody/Returns/Disaster Relief,Reptiles & Amphibians: Adoption,Reptiles & Amphibians: Returned To Owner (RTO),Reptiles & Amphibians: Transferred out to another Colorado organization,Reptiles & Amphibians: Transferred to an out of state organization,Reptiles & Amphibians: Other Live Outcomes (ie: tnr/snr),Reptiles & Amphibians: Died,Reptiles & Amphibians: Missing/Stolen ,Reptiles & Amphibians: Shelter Euthanasia,Reptiles & Amphibians: Owner Requested Euthanasia,Reptiles & Amphibians: In Shelter Count as of 12/31/2017,Reptiles & Amphibians: In Foster Care Count as of 12/31/2017,** End of Reptiles & Amphibians section **,Rabbits: In Shelter Count as of 1/1/2017,Rabbits: In Foster Care Count 1/1/2017,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR/Protective Custody/Returns/Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transferred out to another Colorado organization,Rabbits: Transferred to an out of state organization,Rabbits: Other Live Outcomes ( ie: tnr/snr),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: In Shelter Count as of 12/31/2017,Rabbits: In Foster Care Count as of 12/31/2017,** End of Rabbits section **,Other: In Shelter Count as of 1/1/2017,Other: In Foster Care Count 1/1/2017,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR/Protective Custody/Returns/Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transferred out to another Colorado organization,Other: Transferred to an out of state organization,Other: Other Live Outcomes (ie: tnr/snr),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: In Shelter Count as of 12/31/2017,Other: In Foster Care Count as of 12/31/2017,Location 1
City of Wray Animal Shelter,80758,Yuma County,0,0,62,0,0,0,0,0,0,57,5,0,0,0,0,0,0,0,,,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wray 80758
(40.112135, -102.228306)"
Logan County Humane Society,800751,Logan County,8,1,248,53,0,0,0,10,41,181,80,0,0,0,0,5,0,12,1,,0,3,29,10,0,0,0,3,9,16,16,0,0,1,0,0,0,0,3,,5,0,68,30,2,0,0,158,8,5,158,0,2,2,0,69,2,14,3,,0,7,77,50,0,0,0,47,10,1,139,0,0,5,0,10,0,4,12,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sterling 800751
(41.788839, -89.696515)"
Do Over Dogs A Second Chance At Life,80020,Broomfield County,2,2,,1,,,1,,2,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield 80020
(39.925616, -105.066301)"
Town of Rangely,81648,Rio Blanco County,4,0,59,4,0,0,0,6,6,54,8,0,0,0,0,0,0,3,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rangely 81648
(39.985893, -108.739215)"
Mile High Weimaraner Rescue,80022,Adams County,0,10,4,21,0,2,29,0,58,0,1,0,0,0,0,3,0,0,4,,0,0,1,5,0,2,4,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce City 80022
(39.857514, -104.826095)"
"Southern Mutts Rescue, Inc.",80503,Larimer County,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont 80503
(40.157538, -105.185328)"
Pals Animal Rescue,80911,El Paso County,0,3,0,4,0,9,0,0,14,0,0,0,0,0,0,0,0,0,2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs 80911
(38.752199, -104.722458)"
Friends of Retired Greyhounds,80219,Denver County,,10,,22,,,112,,131,,,,,,,,,,13,,,0,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80219
(39.696096, -105.034969)"
Red Hill Animal Health Center ,81623,Garfield County,0,0,75,0,0,0,0,0,1,73,1,0,0,0,0,0,0,0,0,,0,0,13,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbondale 81623
(39.287018, -107.174534)"
Colorado Animal Rescue,81601,Garfield County,12,1,179,106,0,69,20,8,219,122,22,0,0,2,1,11,0,17,1,,4,0,20,29,0,33,1,0,62,2,9,0,0,4,0,2,0,0,8,,26,0,88,96,0,26,10,0,181,23,8,0,1,3,0,5,0,24,1,,4,1,58,34,0,41,0,0,131,2,0,0,2,2,0,1,0,0,0,,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,3,0,10,1,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,,0,0,4,2,0,4,3,0,11,0,2,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Glenwood Springs 81601
(39.554772, -107.308335)"
Soul Dog Rescue,80110,Arapahoe County,0,2,19,5,0,0,38,0,52,0,5,5,0,0,0,0,0,0,2,,0,1,50,8,0,0,18,0,68,0,0,0,0,6,2,0,0,0,0,,0,0,61,43,0,0,47,0,151,0,0,0,0,0,0,0,0,0,0,,0,0,77,54,0,0,36,0,165,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Englewood 80110
(39.6467, -105.007278)"
Humane Society of the Pikes Peak Region,80905,El Paso County,114,9,4725,1563,958,410,1516,779,4453,3218,147,4,0,16,1,1189,954,91,5,,19,37,217,173,0,298,878,108,1527,65,33,0,0,26,1,57,0,13,4,,73,4,2310,1432,309,12,9,958,2386,372,167,15,924,14,1,844,306,77,1,,22,25,982,415,7,43,0,84,973,18,186,4,59,45,2,255,7,7,22,,0,0,30,107,2,1,0,40,121,42,6,0,0,5,0,4,2,0,0,,7,5,141,277,44,5,0,17,341,21,1,5,0,6,1,63,44,6,8,,8,0,43,64,1,1,0,7,99,7,9,0,0,1,0,3,1,4,0,,11,5,65,114,7,5,0,8,172,12,0,0,0,2,0,14,7,8,0,,1,0,88,258,4,5,0,165,318,149,10,0,0,6,0,32,4,2,0,"Colorado Springs 80905
(38.81761, -104.832663)"
Longmont Humane Society,80501,Boulder County,83,8,905,380,1,151,478,156,1322,615,32,6,15,2,23,68,0,73,6,,0,10,35,8,0,12,139,8,191,7,5,0,0,3,0,2,0,1,3,,18,4,447,255,1,55,14,57,609,97,24,0,13,8,12,37,0,36,15,,3,6,306,15,0,127,0,4,411,6,10,0,0,13,1,8,0,1,11,,0,0,17,6,0,0,0,2,15,1,3,0,2,2,0,0,0,2,0,,0,0,33,41,7,0,0,2,51,1,14,0,0,2,0,9,0,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,45,20,1,0,3,2,43,3,16,0,0,8,2,1,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Longmont 80501
(40.170086, -105.107297)"
Rocky Mountain Siamese Rescue,80634,Weld County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,7,0,11,8,0,35,0,0,0,0,0,0,1,0,0,6,,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley 80634
(40.405755, -104.769112)"
Evergreen Animal Protective League,80437,Jefferson County,,38,,10,,37,313,,360,,1,,,,2,7,,,28,,,16,,,,24,338,,362,,,,,12,,,,,4,,,12,18,1,,,4,,21,,,,,,,1,,,13,,,5,66,,,74,3,,137,,,,,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen 80437
(39.63, -105.32)"
TOWN OF NATURITA ANIMAL SHELTER,81422,Montrose County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NATURITA 81422
(38.341094, -108.716616)"
GRAND RIVERS HUMANE SOCIETY,81503,Mesa County,0,0,0,0,0,162,0,0,162,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,71,0,24,0,0,90,0,0,0,0,0,0,5,0,0,0,,0,0,0,89,0,22,0,0,106,0,0,0,0,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GRAND JUNCTION 81503
(39.038588, -108.517869)"
City of Lamar Animal Shelter,81052,Prowers County,4,0,311,65,0,0,0,13,134,233,13,0,0,0,0,3,0,10,0,,0,0,35,0,0,0,0,0,27,6,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lamar 81052
(38.005204, -102.607585)"
Rocky Mountain Lab Rescue,80038,Broomfield County,0,14,0,0,0,3,87,10,105,0,0,1,0,2,0,0,0,0,6,,0,1,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield 80038
(39.923985, -105.081661)"
Safe Harbor Lab Rescue,80439,Jefferson County,0,15,0,63,0,49,157,0,261,1,4,0,0,0,0,8,0,0,10,,0,0,0,2,0,0,5,2,7,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen 80439
(39.647716, -105.362296)"
City of Brush Animal Shelter,CO,Morgan County,0,0,134,0,0,34,0,0,14,129,25,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,,0,0,67,0,0,0,0,0,0,5,61,0,0,0,0,1,0,0,0,,0,0,42,0,0,0,0,0,1,0,37,0,0,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Brush CO
(40.255356, -103.621751)"
Metro Denver Parrot Rescue,80905-1923,El Paso County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,,47,0,62,0,0,119,0,0,0,0,4,0,0,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs 80905-1923
(38.81761, -104.832663)"
Pearl's Sunrize Sanctuary,81201,Chaffee County,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,"Salida 81201
(38.549874, -106.075804)"
Town of Westcliffe,81252,Custer County,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Westcliffe 81252
(38.136116, -105.417185)"
Dumb Friends League Buddy Center,80104,Douglas County,25,0,805,1151,337,107,895,0,2048,677,72,1,1,0,0,160,338,36,0,,13,0,10,44,0,1,214,0,267,7,0,5,0,0,0,0,0,0,0,,19,0,359,596,106,41,31,0,854,102,5,0,13,0,0,67,106,27,0,,0,0,98,189,1,35,17,13,409,1,7,0,0,4,0,4,1,2,0,,0,0,2,12,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,,10,0,24,187,10,0,0,6,161,0,44,0,0,0,0,19,10,3,0,,0,0,3,10,0,1,0,0,2,0,9,0,0,0,0,2,0,0,0,,2,0,8,44,0,0,0,0,43,0,10,0,0,0,0,3,0,1,0,,0,0,2,4,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,"Castle Rock 80104
(39.345057, -104.838409)"
pet project,81007,Pueblo County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,0,4,6,0,101,13,5,116,3,9,0,2,1,0,0,0,7,0,,10,1,4,54,0,170,46,5,273,3,3,0,0,2,0,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pueblo west 81007
(38.341733, -104.749697)"
Happy Haven Farm & Sanctuary,80103,Arapahoe County,10,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,51,0,3,5,0,0,5,0,1,0,0,0,0,23,0,0,0,40,0,,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byers 80103
(39.765917, -104.12751)"
Colorado Canine Rescue,80113,Arapahoe County,0,25,0,16,0,4,41,0,67,0,0,0,0,0,0,1,0,0,18,,0,3,0,0,0,2,26,13,38,0,0,0,0,3,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Englewood 80113
(39.644251, -104.966455)"
Animal Rescue of the Rockies,81521,Mesa County,,63,5,38,0,43,182,13,303,0,1,0,7,0,0,0,0,,33,,,3,0,3,0,39,13,10,52,0,0,0,0,1,0,0,0,,15,,,37,89,51,0,153,53,13,388,0,2,1,0,2,0,0,0,,4,,,14,190,18,0,259,117,3,539,0,0,0,0,3,0,0,0,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fruita 81521
(39.191201, -108.709898)"
Land of Ahs Kennel,80817,El Paso County,,,198,1,,,,,,141,56,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,13,69,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,0,,"Fountain 80817
(38.62786, -104.68508)"
ANNIES ORPHANS,81303,La Plata County,61,0,4,40,,,6,,47,,2,,,6,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURANGO 81303
(37.172158, -107.873843)"
Colorado Pug Rescue,81230-9797,Gunnison County,0,25,1,35,0,8,18,6,61,0,0,0,0,1,0,4,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison 81230-9797
(38.507795, -106.938597)"
Fort Collins Cat Rescue & Spay/Neuter Clinic,80524,Larimer County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,33,105,175,0,134,315,164,962,15,1,0,0,1,0,11,0,43,39,,10,45,148,328,0,268,763,30,1334,3,1,0,0,48,0,14,0,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Collins 80524
(40.624808, -105.028464)"
The Tullio's,80233,Adams County,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"Northglenn 80233
(39.900804, -104.951878)"
